Index,Date,Average_resistivity_bot(ohm*m),Error_resistivity_bot(ohm*m),Average_resistivity_top(ohm*m),Error_resistivity_top(ohm*m)
1,2021.12.21,6.28E+10,1.26E+10,6.44E+10,5.00E+08
